Expense Code,Expense Amount (SAR),Month,Expense Quantity,Government Entity
19891,1.51,10/1/2017,1260,Ministry of Energy
19891,1.51,4/1/2018,1701,Ministry of Energy
19891,1.51,5/1/2018,1098,Ministry of Energy
19891,1.51,7/1/2017,1110,Ministry of Energy
19891,1.51,2/1/2018,216,Ministry of Energy
19891,1.51,12/1/2017,180,Ministry of Energy
19891,1.51,3/1/2018,1080,Ministry of Energy
19891,1.51,1/1/2018,280,Ministry of Energy
19891,1.51,9/1/2017,280,Ministry of Energy
19891,1.51,8/1/2017,150,Ministry of Energy
20079,6.72,4/1/2017,1554,Ministry of Energy
20079,6.72,5/1/2017,5180,Ministry of Energy
20079,6.72,4/1/2018,1554,Ministry of Energy
20079,6.72,10/1/2017,6216,Ministry of Energy
20079,6.72,3/1/2018,5180,Ministry of Energy
20079,6.72,12/1/2017,4662,Ministry of Energy
20079,6.72,6/1/2017,5180,Ministry of Energy
20080,0.65,4/1/2017,375,Ministry of Energy
20080,0.65,5/1/2017,1200,Ministry of Energy
20080,0.65,4/1/2018,2025,Ministry of Energy
20080,0.65,10/1/2017,225,Ministry of Energy
20080,0.65,3/1/2018,150,Ministry of Energy
20080,0.65,12/1/2017,225,Ministry of Energy
20080,0.65,6/1/2017,525,Ministry of Energy
20084,7.5,4/1/2017,11600,Ministry of Energy
20084,7.5,5/1/2017,2900,Ministry of Energy
20084,7.5,4/1/2018,5800,Ministry of Energy
20084,7.5,10/1/2017,9280,Ministry of Energy
20084,7.5,3/1/2018,3480,Ministry of Energy
20084,7.5,12/1/2017,1740,Ministry of Energy
20084,7.5,6/1/2017,4640,Ministry of Energy
20085,10.53,10/1/2017,1935,Ministry of Energy
20089,2.51,8/1/2017,1320,Ministry of Energy
20089,2.51,12/1/2017,1056,Ministry of Energy
20089,2.51,6/1/2017,704,Ministry of Energy
20089,2.51,9/1/2017,352,Ministry of Energy
20090,4.16,6/1/2017,50,Ministry of Energy
20091,1.07,1/1/2018,288,Ministry of Energy
20101,3.45,7/1/2017,1084,Ministry of Energy
20101,3.45,6/1/2017,5420,Ministry of Energy
20101,3.45,5/1/2017,3794,Ministry of Energy
20101,3.45,11/1/2017,8130,Ministry of Energy
20101,3.45,4/1/2017,3252,Ministry of Energy
20101,3.45,8/1/2017,5420,Ministry of Energy
20101,3.45,1/1/2018,14634,Ministry of Energy
20101,3.45,2/1/2018,4336,Ministry of Energy
20101,3.45,4/1/2018,13008,Ministry of Energy
20101,3.45,10/1/2017,11382,Ministry of Energy
20101,3.45,3/1/2018,10840,Ministry of Energy
20101,3.45,12/1/2017,9756,Ministry of Energy
20101,3.45,5/1/2018,4336,Ministry of Energy
20101,3.45,9/1/2017,542,Ministry of Energy
20103,1.84,7/1/2017,6600,Ministry of Energy
20103,1.84,11/1/2017,4620,Ministry of Energy
20103,1.84,8/1/2017,880,Ministry of Energy
20103,1.84,1/1/2018,3520,Ministry of Energy
20103,1.84,2/1/2018,3080,Ministry of Energy
20103,1.84,5/1/2018,4620,Ministry of Energy
20103,1.84,9/1/2017,440,Ministry of Energy
20104,8.31,6/1/2017,32,Ministry of Energy
20104,8.31,5/1/2017,384,Ministry of Energy
20104,8.31,4/1/2017,576,Ministry of Energy
20104,8.31,4/1/2018,192,Ministry of Energy
20104,8.31,10/1/2017,576,Ministry of Energy
20104,8.31,3/1/2018,64,Ministry of Energy
20104,8.31,12/1/2017,192,Ministry of Energy
20106,9.01,7/1/2017,21789,Ministry of Energy
20106,9.01,6/1/2017,29052,Ministry of Energy
20106,9.01,5/1/2017,19368,Ministry of Energy
20106,9.01,11/1/2017,24210,Ministry of Energy
20106,9.01,4/1/2017,4842,Ministry of Energy
20106,9.01,8/1/2017,58104,Ministry of Energy
20106,9.01,1/1/2018,38736,Ministry of Energy
20106,9.01,2/1/2018,16947,Ministry of Energy
20106,9.01,4/1/2018,7263,Ministry of Energy
20106,9.01,10/1/2017,4842,Ministry of Energy
20106,9.01,3/1/2018,29052,Ministry of Energy
20106,9.01,12/1/2017,19368,Ministry of Energy
20106,9.01,5/1/2018,4842,Ministry of Energy
20106,9.01,9/1/2017,21789,Ministry of Energy
20107,8.97,11/1/2017,2172,Ministry of Energy
20107,8.97,8/1/2017,4887,Ministry of Energy
20107,8.97,1/1/2018,1629,Ministry of Energy
20107,8.97,5/1/2018,362,Ministry of Energy
20109,5.57,7/1/2017,6000,Ministry of Energy
20109,5.57,2/1/2018,6000,Ministry of Energy
20109,5.57,9/1/2017,5400,Ministry of Energy
20119,2.44,5/1/2017,230,Ministry of Energy
20119,2.44,3/1/2018,3220,Ministry of Energy
20120,1.04,1/1/2018,196,Ministry of Energy
20128,3.91,11/1/2017,96,Ministry of Energy
20128,3.91,2/1/2018,96,Ministry of Energy
20128,3.91,5/1/2018,288,Ministry of Energy
20136,6.9,7/1/2017,1064,Ministry of Energy
20136,6.9,4/1/2017,304,Ministry of Energy
20136,6.9,6/1/2017,304,Ministry of Energy
20136,6.9,5/1/2017,760,Ministry of Energy
20136,6.9,11/1/2017,1064,Ministry of Energy
20136,6.9,8/1/2017,304,Ministry of Energy
20136,6.9,1/1/2018,608,Ministry of Energy
20136,6.9,2/1/2018,304,Ministry of Energy
20136,6.9,10/1/2017,1520,Ministry of Energy
20136,6.9,4/1/2018,456,Ministry of Energy
20136,6.9,3/1/2018,304,Ministry of Energy
20136,6.9,12/1/2017,608,Ministry of Energy
20136,6.9,5/1/2018,1368,Ministry of Energy
20136,6.9,9/1/2017,2736,Ministry of Energy
20137,8.3,7/1/2017,60,Ministry of Energy
20137,8.3,4/1/2017,270,Ministry of Energy
20137,8.3,6/1/2017,100,Ministry of Energy
20137,8.3,5/1/2017,210,Ministry of Energy
20137,8.3,11/1/2017,30,Ministry of Energy
20137,8.3,8/1/2017,80,Ministry of Energy
20137,8.3,1/1/2018,60,Ministry of Energy
20137,8.3,2/1/2018,70,Ministry of Energy
20137,8.3,10/1/2017,10,Ministry of Energy
20137,8.3,4/1/2018,240,Ministry of Energy
20137,8.3,3/1/2018,10,Ministry of Energy
20137,8.3,12/1/2017,120,Ministry of Energy
20137,8.3,5/1/2018,210,Ministry of Energy
20137,8.3,9/1/2017,60,Ministry of Energy
20138,0.56,7/1/2017,8064,Ministry of Energy
20138,0.56,4/1/2017,12096,Ministry of Energy
20138,0.56,6/1/2017,448,Ministry of Energy
20138,0.56,5/1/2017,8064,Ministry of Energy
20138,0.56,11/1/2017,3584,Ministry of Energy
20138,0.56,8/1/2017,8064,Ministry of Energy
20138,0.56,1/1/2018,9408,Ministry of Energy
20138,0.56,2/1/2018,13440,Ministry of Energy
20138,0.56,10/1/2017,8064,Ministry of Energy
20138,0.56,4/1/2018,8960,Ministry of Energy
20138,0.56,3/1/2018,896,Ministry of Energy
20138,0.56,12/1/2017,8960,Ministry of Energy
20138,0.56,5/1/2018,2240,Ministry of Energy
20138,0.56,9/1/2017,1344,Ministry of Energy
20139,2.44,7/1/2017,120,Ministry of Energy
20139,2.44,4/1/2017,90,Ministry of Energy
20139,2.44,6/1/2017,270,Ministry of Energy
20139,2.44,5/1/2017,150,Ministry of Energy
20139,2.44,11/1/2017,60,Ministry of Energy
20139,2.44,8/1/2017,60,Ministry of Energy
20139,2.44,1/1/2018,45,Ministry of Energy
20139,2.44,2/1/2018,150,Ministry of Energy
20139,2.44,10/1/2017,150,Ministry of Energy
20139,2.44,4/1/2018,120,Ministry of Energy
20139,2.44,3/1/2018,45,Ministry of Energy
20139,2.44,12/1/2017,90,Ministry of Energy
20139,2.44,5/1/2018,90,Ministry of Energy
20139,2.44,9/1/2017,60,Ministry of Energy
20141,5.33,7/1/2017,434,Ministry of Energy
20141,5.33,11/1/2017,124,Ministry of Energy
20141,5.33,8/1/2017,93,Ministry of Energy
20141,5.33,1/1/2018,558,Ministry of Energy
20141,5.33,2/1/2018,651,Ministry of Energy
20141,5.33,5/1/2018,93,Ministry of Energy
20141,5.33,9/1/2017,186,Ministry of Energy
20142,3.52,7/1/2017,1104,Ministry of Energy
20142,3.52,11/1/2017,2484,Ministry of Energy
20142,3.52,8/1/2017,1380,Ministry of Energy
20142,3.52,1/1/2018,184,Ministry of Energy
20142,3.52,2/1/2018,1656,Ministry of Energy
20142,3.52,5/1/2018,1656,Ministry of Energy
20142,3.52,9/1/2017,828,Ministry of Energy
20290,7.48,6/1/2017,18,Ministry of Energy
20290,7.48,12/1/2017,30,Ministry of Energy
20290,7.48,8/1/2017,90,Ministry of Energy
20290,7.48,9/1/2017,21,Ministry of Energy
20292,7.05,7/1/2017,9040,Ministry of Energy
20292,7.05,8/1/2017,18080,Ministry of Energy
20292,7.05,1/1/2018,2712,Ministry of Energy
20292,7.05,11/1/2017,9040,Ministry of Energy
20292,7.05,2/1/2018,27120,Ministry of Energy
20292,7.05,5/1/2018,10848,Ministry of Energy
20292,7.05,9/1/2017,3616,Ministry of Energy
20316,8.5,6/1/2017,54,Ministry of Energy
20316,8.5,8/1/2017,30,Ministry of Energy
20316,8.5,12/1/2017,45,Ministry of Energy
20316,8.5,9/1/2017,36,Ministry of Energy
20323,3.61,5/1/2017,1600,Ministry of Energy
20323,3.61,11/1/2017,1400,Ministry of Energy
20323,3.61,2/1/2018,2400,Ministry of Energy
20323,3.61,3/1/2018,6000,Ministry of Energy
20323,3.61,5/1/2018,1600,Ministry of Energy
20337,4.79,4/1/2017,29264,Ministry of Energy
20337,4.79,6/1/2017,36580,Ministry of Energy
20337,4.79,5/1/2017,98766,Ministry of Energy
20337,4.79,11/1/2017,36580,Ministry of Energy
20337,4.79,7/1/2017,65844,Ministry of Energy
20337,4.79,8/1/2017,54870,Ministry of Energy
20337,4.79,1/1/2018,21948,Ministry of Energy
20337,4.79,2/1/2018,32922,Ministry of Energy
20337,4.79,4/1/2018,14632,Ministry of Energy
20337,4.79,10/1/2017,10974,Ministry of Energy
20337,4.79,12/1/2017,7316,Ministry of Energy
20337,4.79,3/1/2018,25606,Ministry of Energy
20337,4.79,5/1/2018,54870,Ministry of Energy
20337,4.79,9/1/2017,29264,Ministry of Energy
20338,5.86,5/1/2017,325,Ministry of Energy
20338,5.86,3/1/2018,520,Ministry of Energy
20339,10.19,7/1/2017,216,Ministry of Energy
20339,10.19,2/1/2018,270,Ministry of Energy
20339,10.19,9/1/2017,486,Ministry of Energy
20341,10.95,6/1/2017,572,Ministry of Energy
20341,10.95,12/1/2017,4290,Ministry of Energy
20343,3.9,6/1/2017,210,Ministry of Energy
20343,3.9,1/1/2018,390,Ministry of Energy
20343,3.9,12/1/2017,23,Ministry of Energy
20343,3.9,7/1/2017,88,Ministry of Energy
20343,3.9,8/1/2017,570,Ministry of Energy
20343,3.9,3/1/2018,108,Ministry of Energy
20343,3.9,10/1/2017,306,Ministry of Energy
20343,3.9,4/1/2017,45,Ministry of Energy
20343,3.9,4/1/2018,360,Ministry of Energy
20343,3.9,5/1/2017,65,Ministry of Energy
20343,3.9,2/1/2018,39,Ministry of Energy
20343,3.9,9/1/2017,288,Ministry of Energy
20343,3.9,11/1/2017,99,Ministry of Energy
20343,3.9,5/1/2018,220,Ministry of Energy
20369,1.64,5/1/2017,684,Ministry of Energy
20369,1.64,4/1/2017,380,Ministry of Energy
20369,1.64,10/1/2017,380,Ministry of Energy
20369,1.64,12/1/2017,912,Ministry of Energy
20369,1.64,4/1/2018,152,Ministry of Energy
20369,1.64,6/1/2017,266,Ministry of Energy
20369,1.64,3/1/2018,380,Ministry of Energy
20370,3.32,10/1/2017,3159,Ministry of Energy
20370,3.32,6/1/2017,351,Ministry of Energy
20370,3.32,3/1/2018,819,Ministry of Energy
20371,5.27,11/1/2017,1030,Ministry of Energy
20371,5.27,2/1/2018,1236,Ministry of Energy
20371,5.27,5/1/2018,1854,Ministry of Energy
20378,4.12,11/1/2017,750,Ministry of Energy
20378,4.12,5/1/2018,800,Ministry of Energy
20382,10.77,6/1/2017,216,Ministry of Energy
20382,10.77,10/1/2017,48,Ministry of Energy
20382,10.77,3/1/2018,72,Ministry of Energy
20398,8.51,5/1/2017,100,Ministry of Energy
20399,9.72,11/1/2017,7770,Ministry of Energy
20399,9.72,7/1/2017,740,Ministry of Energy
20399,9.72,8/1/2017,370,Ministry of Energy
20399,9.72,1/1/2018,3330,Ministry of Energy
20399,9.72,2/1/2018,8880,Ministry of Energy
20399,9.72,5/1/2018,370,Ministry of Energy
20399,9.72,9/1/2017,1110,Ministry of Energy
20404,1.68,6/1/2017,1408,Ministry of Energy
20404,1.68,5/1/2017,704,Ministry of Energy
20404,1.68,4/1/2017,440,Ministry of Energy
20404,1.68,11/1/2017,1584,Ministry of Energy
20404,1.68,7/1/2017,264,Ministry of Energy
20404,1.68,8/1/2017,528,Ministry of Energy
20404,1.68,1/1/2018,1056,Ministry of Energy
20404,1.68,2/1/2018,1056,Ministry of Energy
20404,1.68,4/1/2018,528,Ministry of Energy
20404,1.68,10/1/2017,880,Ministry of Energy
20404,1.68,12/1/2017,1848,Ministry of Energy
20404,1.68,3/1/2018,2112,Ministry of Energy
20404,1.68,5/1/2018,880,Ministry of Energy
20404,1.68,9/1/2017,1320,Ministry of Energy
20410,8.21,6/1/2017,200,Ministry of Energy
20415,2.68,4/1/2017,180,Ministry of Energy
20415,2.68,4/1/2018,200,Ministry of Energy
20417,1.77,7/1/2017,21204,Ministry of Health
20417,1.77,2/1/2018,37107,Ministry of Health
20417,1.77,9/1/2017,14136,Ministry of Health
20417,1.77,6/1/2017,3000,Ministry of Energy
20417,1.77,12/1/2017,3000,Ministry of Energy
20492,3.82,8/1/2017,60,Ministry of Energy
20493,5.69,11/1/2017,198,Ministry of Energy
20493,5.69,2/1/2018,264,Ministry of Energy
20493,5.69,5/1/2018,88,Ministry of Energy
20518,10.44,9/1/2017,24,Ministry of Energy
20518,10.44,7/1/2017,180,Ministry of Energy
20518,10.44,2/1/2018,36,Ministry of Energy
20520,6.42,11/1/2017,18240,Ministry of Energy
20520,6.42,8/1/2017,10640,Ministry of Energy
20520,6.42,1/1/2018,24320,Ministry of Energy
20520,6.42,5/1/2018,4560,Ministry of Energy
20523,0.04,8/1/2017,1852,Ministry of Energy
20523,0.04,6/1/2017,5232,Ministry of Energy
20523,0.04,1/1/2018,820,Ministry of Energy
20523,0.04,4/1/2017,2856,Ministry of Energy
20523,0.04,4/1/2018,5712,Ministry of Energy
20523,0.04,12/1/2017,1980,Ministry of Energy
20523,0.04,7/1/2017,4365,Ministry of Energy
20523,0.04,3/1/2018,2224,Ministry of Energy
20523,0.04,2/1/2018,185,Ministry of Energy
20523,0.04,5/1/2017,2408,Ministry of Energy
20523,0.04,10/1/2017,4293,Ministry of Energy
20523,0.04,11/1/2017,1431,Ministry of Energy
20523,0.04,5/1/2018,954,Ministry of Energy
20523,0.04,9/1/2017,1584,Ministry of Energy
20526,4.33,10/1/2017,152,Ministry of Energy
20526,4.33,8/1/2017,684,Ministry of Energy
20526,4.33,4/1/2017,1520,Ministry of Energy
20526,4.33,6/1/2017,1596,Ministry of Energy
20526,4.33,5/1/2017,1368,Ministry of Energy
20526,4.33,11/1/2017,760,Ministry of Energy
20526,4.33,7/1/2017,456,Ministry of Energy
20526,4.33,1/1/2018,380,Ministry of Energy
20526,4.33,2/1/2018,1824,Ministry of Energy
20526,4.33,4/1/2018,228,Ministry of Energy
20526,4.33,3/1/2018,456,Ministry of Energy
20526,4.33,12/1/2017,456,Ministry of Energy
20526,4.33,5/1/2018,152,Ministry of Energy
20526,4.33,9/1/2017,1140,Ministry of Energy
20532,7.06,10/1/2017,552,Ministry of Energy
20532,7.06,3/1/2018,276,Ministry of Energy
20532,7.06,6/1/2017,368,Ministry of Energy
20536,9.6,5/1/2017,136,Ministry of Energy
20536,9.6,6/1/2017,272,Ministry of Energy
20536,9.6,7/1/2017,272,Ministry of Energy
20536,9.6,11/1/2017,340,Ministry of Energy
20536,9.6,4/1/2017,136,Ministry of Energy
20536,9.6,8/1/2017,306,Ministry of Energy
20536,9.6,1/1/2018,238,Ministry of Energy
20536,9.6,2/1/2018,816,Ministry of Energy
20536,9.6,4/1/2018,68,Ministry of Energy
20536,9.6,10/1/2017,408,Ministry of Energy
20536,9.6,3/1/2018,612,Ministry of Energy
20536,9.6,12/1/2017,408,Ministry of Energy
20536,9.6,5/1/2018,136,Ministry of Energy
20536,9.6,9/1/2017,102,Ministry of Energy
20559,7.16,4/1/2017,400,Ministry of Energy
20559,7.16,4/1/2018,2100,Ministry of Energy
20560,7.51,4/1/2017,900,Ministry of Energy
20560,7.51,4/1/2018,1000,Ministry of Energy
20567,5.42,6/1/2017,450,Ministry of Energy
20567,5.42,12/1/2017,1125,Ministry of Energy
20576,4.47,2/1/2018,44280,Ministry of Energy
20576,4.47,10/1/2017,57968,Ministry of Energy
20576,4.47,6/1/2017,75180,Ministry of Energy
20576,4.47,3/1/2018,26840,Ministry of Energy
20576,4.47,4/1/2017,13250,Ministry of Energy
20576,4.47,4/1/2018,15900,Ministry of Energy
20576,4.47,8/1/2017,4898,Ministry of Energy
20576,4.47,1/1/2018,58608,Ministry of Energy
20576,4.47,12/1/2017,28176,Ministry of Energy
20576,4.47,5/1/2017,17840,Ministry of Energy
20576,4.47,11/1/2017,2036,Ministry of Energy
20576,4.47,5/1/2018,2036,Ministry of Energy
20576,4.47,7/1/2017,47184,Ministry of Energy
20576,4.47,9/1/2017,6039,Ministry of Energy
20580,7.82,5/1/2017,1836,Ministry of Energy
20580,7.82,10/1/2017,306,Ministry of Energy
20580,7.82,4/1/2017,306,Ministry of Energy
20580,7.82,6/1/2017,3060,Ministry of Energy
20580,7.82,7/1/2017,4896,Ministry of Energy
20580,7.82,11/1/2017,4284,Ministry of Energy
20580,7.82,8/1/2017,5508,Ministry of Energy
20580,7.82,1/1/2018,2142,Ministry of Energy
20580,7.82,2/1/2018,2754,Ministry of Energy
20580,7.82,4/1/2018,5508,Ministry of Energy
20580,7.82,12/1/2017,3672,Ministry of Energy
20580,7.82,3/1/2018,3060,Ministry of Energy
20580,7.82,5/1/2018,1530,Ministry of Energy
20580,7.82,9/1/2017,4896,Ministry of Energy
20582,2.57,11/1/2017,10560,Ministry of Energy
20582,2.57,7/1/2017,23760,Ministry of Energy
20582,2.57,8/1/2017,26400,Ministry of Energy
20582,2.57,1/1/2018,7040,Ministry of Energy
20582,2.57,2/1/2018,21120,Ministry of Energy
20582,2.57,5/1/2018,880,Ministry of Energy
20582,2.57,9/1/2017,4400,Ministry of Energy
20583,5.23,11/1/2017,3960,Ministry of Energy
20583,5.23,7/1/2017,2970,Ministry of Energy
20583,5.23,8/1/2017,495,Ministry of Energy
20583,5.23,1/1/2018,1980,Ministry of Energy
20583,5.23,2/1/2018,1980,Ministry of Energy
20583,5.23,5/1/2018,2970,Ministry of Energy
20583,5.23,9/1/2017,2640,Ministry of Energy
20586,8.73,5/1/2018,15428,Ministry of Energy
20586,8.73,11/1/2017,17406,Ministry of Energy
20586,8.73,10/1/2017,17973,Ministry of Energy
20586,8.73,5/1/2017,11430,Ministry of Energy
20586,8.73,4/1/2018,33552,Ministry of Energy
20586,8.73,8/1/2017,23025,Ministry of Energy
20586,8.73,2/1/2018,11248,Ministry of Energy
20586,8.73,4/1/2017,1402,Ministry of Energy
20586,8.73,1/1/2018,10224,Ministry of Energy
20586,8.73,9/1/2017,3834,Ministry of Energy
20586,8.73,3/1/2018,26124,Ministry of Energy
20586,8.73,12/1/2017,22660,Ministry of Energy
20586,8.73,6/1/2017,4632,Ministry of Energy
20586,8.73,2/1/2018,700,Ministry of Health
20588,10.23,11/1/2017,150,Ministry of Energy
20588,10.23,2/1/2018,180,Ministry of Energy
20588,10.23,5/1/2018,240,Ministry of Energy
20589,0.76,12/1/2017,128,Ministry of Energy
20589,0.76,6/1/2017,576,Ministry of Energy
20590,7.78,10/1/2017,70,Ministry of Energy
20590,7.78,4/1/2017,70,Ministry of Energy
20590,7.78,5/1/2017,945,Ministry of Energy
20590,7.78,4/1/2018,280,Ministry of Energy
20590,7.78,12/1/2017,630,Ministry of Energy
20590,7.78,3/1/2018,105,Ministry of Energy
20590,7.78,6/1/2017,945,Ministry of Energy
20592,2.48,11/1/2017,1680,Ministry of Energy
20592,2.48,5/1/2017,420,Ministry of Energy
20592,2.48,2/1/2018,140,Ministry of Energy
20592,2.48,3/1/2018,1260,Ministry of Energy
20592,2.48,5/1/2018,140,Ministry of Energy
20598,6.21,5/1/2017,7830,Ministry of Energy
20598,6.21,4/1/2017,6090,Ministry of Energy
20598,6.21,4/1/2018,26100,Ministry of Energy
20598,6.21,10/1/2017,18270,Ministry of Energy
20598,6.21,12/1/2017,6090,Ministry of Energy
20598,6.21,3/1/2018,26100,Ministry of Energy
20598,6.21,6/1/2017,2610,Ministry of Energy
20602,9.04,8/1/2017,10800,Ministry of Energy
20602,9.04,12/1/2017,18000,Ministry of Energy
20602,9.04,6/1/2017,6000,Ministry of Energy
20602,9.04,9/1/2017,12600,Ministry of Energy
20604,3.14,7/1/2017,1500,Ministry of Energy
20607,2.13,5/1/2017,996,Ministry of Energy
20607,2.13,4/1/2017,4482,Ministry of Energy
20607,2.13,4/1/2018,4980,Ministry of Energy
20607,2.13,10/1/2017,498,Ministry of Energy
20607,2.13,12/1/2017,1992,Ministry of Energy
20607,2.13,3/1/2018,2490,Ministry of Energy
20607,2.13,6/1/2017,747,Ministry of Energy
20609,3.75,5/1/2017,2000,Ministry of Energy
20609,3.75,11/1/2017,1125,Ministry of Energy
20609,3.75,2/1/2018,1125,Ministry of Energy
20609,3.75,3/1/2018,1125,Ministry of Energy
20609,3.75,5/1/2018,500,Ministry of Energy
20610,1.17,12/1/2017,450,Ministry of Energy
20610,1.17,6/1/2017,60,Ministry of Energy
20612,7.93,10/1/2017,5145,Ministry of Energy
20612,7.93,3/1/2018,2450,Ministry of Energy
20612,7.93,6/1/2017,1225,Ministry of Energy
20685,4.03,8/1/2017,540,Ministry of Energy
20685,4.03,12/1/2017,630,Ministry of Energy
20685,4.03,9/1/2017,420,Ministry of Energy
20685,4.03,6/1/2017,90,Ministry of Energy
20689,1.41,7/1/2017,6870,Ministry of Energy
20689,1.41,11/1/2017,4122,Ministry of Energy
20689,1.41,8/1/2017,5496,Ministry of Energy
20689,1.41,1/1/2018,5496,Ministry of Energy
20689,1.41,2/1/2018,2748,Ministry of Energy
20689,1.41,5/1/2018,1374,Ministry of Energy
20689,1.41,9/1/2017,1832,Ministry of Energy
20690,0.61,7/1/2017,470,Ministry of Energy
20690,0.61,11/1/2017,564,Ministry of Energy
20690,0.61,8/1/2017,94,Ministry of Energy
20690,0.61,1/1/2018,188,Ministry of Energy
20690,0.61,2/1/2018,376,Ministry of Energy
20690,0.61,5/1/2018,470,Ministry of Energy
20690,0.61,9/1/2017,564,Ministry of Energy
20692,4.04,7/1/2017,540,Ministry of Energy
20692,4.04,4/1/2017,1620,Ministry of Energy
20692,4.04,11/1/2017,1800,Ministry of Energy
20692,4.04,5/1/2017,300,Ministry of Energy
20692,4.04,8/1/2017,840,Ministry of Energy
20692,4.04,1/1/2018,1440,Ministry of Energy
20692,4.04,2/1/2018,900,Ministry of Energy
20692,4.04,4/1/2018,480,Ministry of Energy
20692,4.04,10/1/2017,1200,Ministry of Energy
20692,4.04,12/1/2017,1200,Ministry of Energy
20692,4.04,3/1/2018,120,Ministry of Energy
20692,4.04,5/1/2018,360,Ministry of Energy
