"Expense Code,Month,Expense Quantity,Government Entity",
"23031,42826,168,Ministry of Health",
"23031,42856,40,Ministry of Health",
"23031,43040,112,Ministry of Health",
"23031,42917,56,Ministry of Health",
"23031,43101,32,Ministry of Health",
"23031,43191,56,Ministry of Health",
"23031,43009,144,Ministry of Health",
"23031,43221,96,Ministry of Health",
"23034,42887,28,Ministry of Energy",
"23034,42948,112,Ministry of Energy",
"23034,43070,70,Ministry of Energy",
"23034,42979,105,Ministry of Energy",
"23036,42948,200,Ministry of Health",
"23036,42979,40,Ministry of Health",
"23039,42948,160,Ministry of Health",
"23040,43040,300,Ministry of Health",
"23040,43221,100,Ministry of Health",
"23044,42887,12,Ministry of Health",
"23045,42826,1318,Ministry of Energy",
"23045,42887,3954,Ministry of Energy",
"23045,42856,6590,Ministry of Energy",
"23045,43040,4613,Ministry of Energy",
"23045,42917,1977,Ministry of Energy",
"23045,42948,659,Ministry of Energy",
"23045,43101,2636,Ministry of Energy",
"23045,43132,13180,Ministry of Energy",
"23045,43009,1977,Ministry of Energy",
"23045,43191,13180,Ministry of Energy",
"23045,43070,7908,Ministry of Energy",
"23045,43160,15816,Ministry of Energy",
"23045,43221,9885,Ministry of Energy",
"23045,42979,13839,Ministry of Energy",
"23046,43040,420,Ministry of Energy",
"23046,42917,294,Ministry of Energy",
"23046,42948,840,Ministry of Energy",
"23046,43101,756,Ministry of Energy",
"23046,43132,336,Ministry of Energy",
"23046,43221,1260,Ministry of Energy",
"23046,42979,882,Ministry of Energy",
"23054,42887,45,Ministry of Health",
"23054,42948,60,Ministry of Health",
"23054,42979,90,Ministry of Health",
"23054,43132,252,Ministry of Health",
"23054,43070,60,Ministry of Health",
"23054,42856,36,Ministry of Health",
"23054,42826,84,Ministry of Health",
"23054,43040,8,Ministry of Health",
"23054,42917,40,Ministry of Health",
"23054,43101,12,Ministry of Health",
"23054,43191,8,Ministry of Health",
"23054,43009,48,Ministry of Health",
"23054,43160,16,Ministry of Health",
"23054,43221,36,Ministry of Health",
"23055,42917,900,Ministry of Energy",
"23057,42887,2574,Ministry of Education",
"23057,42948,143,Ministry of Education",
"23057,43070,1716,Ministry of Education",
"23057,42979,3432,Ministry of Education",
"23058,42887,138,Ministry of Housing",
"23058,42856,414,Ministry of Housing",
"23058,42826,92,Ministry of Housing",
"23058,43191,92,Ministry of Housing",
"23058,43009,184,Ministry of Housing",
"23058,43070,828,Ministry of Housing",
"23058,43160,184,Ministry of Housing",
"23059,42887,50,Ministry of Health",
"23061,42887,250,Ministry of Education",
"23061,42856,750,Ministry of Education",
"23061,42826,300,Ministry of Education",
"23061,43191,1350,Ministry of Education",
"23061,43009,400,Ministry of Education",
"23061,43070,350,Ministry of Education",
"23061,43160,1350,Ministry of Education",
"23063,43040,1245,Ministry of Education",
"23063,42948,747,Ministry of Education",
"23063,43101,1743,Ministry of Education",
"23063,43221,747,Ministry of Education",
"23065,42917,239,Ministry of Health",
"23065,43132,2390,Ministry of Health",
"23065,42979,7170,Ministry of Health",
"23066,42856,1165,Ministry of Health",
"23066,42826,466,Ministry of Health",
"23066,43191,1398,Ministry of Health",
"23066,43070,932,Ministry of Health",
"23067,43040,6666,Ministry of Health",
"23067,42917,4444,Ministry of Health",
"23067,42948,16665,Ministry of Health",
"23067,43101,2222,Ministry of Health",
"23067,43132,6666,Ministry of Health",
"23067,43221,13332,Ministry of Health",
"23067,42979,19998,Ministry of Health",
"23068,42856,1400,Ministry of Health",
"23068,43040,4200,Ministry of Health",
"23068,43132,700,Ministry of Health",
"23068,43160,12600,Ministry of Health",
"23068,43221,9800,Ministry of Health",
"23070,42917,3600,Ministry of Health",
"23070,43101,1200,Ministry of Health",
"23071,42917,7152,Ministry of Health",
"23071,43132,4768,Ministry of Health",
"23071,42979,7152,Ministry of Health",
"23072,43040,3000,Ministry of Energy",
"23072,43132,750,Ministry of Energy",
"23072,43221,20250,Ministry of Energy",
"23074,42917,826,Ministry of Housing",
"23074,43132,118,Ministry of Housing",
"23074,42979,177,Ministry of Housing",
"23076,42917,2578,Ministry of Health",
"23076,43132,3867,Ministry of Health",
"23076,42979,1289,Ministry of Health",
"23077,42917,46392,Ministry of Energy",
"23077,43132,7732,Ministry of Energy",
"23077,42979,115980,Ministry of Energy",
"23079,42826,264,Ministry of Education",
"23079,42917,264,Ministry of Education",
"23079,43101,308,Ministry of Education",
"23079,43191,176,Ministry of Education",
"23079,43009,220,Ministry of Education",
"23080,42917,168,Ministry of Housing",
"23080,43132,80,Ministry of Housing",
"23080,42979,48,Ministry of Housing",
"23081,43040,18,Ministry of Health",
"23081,42917,135,Ministry of Health",
"23081,42948,27,Ministry of Health",
"23081,43101,27,Ministry of Health",
"23081,43132,45,Ministry of Health",
"23081,43221,45,Ministry of Health",
"23081,42979,54,Ministry of Health",
"23083,42826,4500,Ministry of Health",
"23083,43191,15000,Ministry of Health",
"23084,42826,609,Ministry of Health",
"23084,42856,435,Ministry of Health",
"23084,43191,1044,Ministry of Health",
"23084,43070,1827,Ministry of Health",
"23085,42979,26973,Ministry of Energy",
"23085,42917,11628,Ministry of Energy",
"23085,43132,6300,Ministry of Energy",
"23085,43070,1790,Ministry of Energy",
"23085,42948,875,Ministry of Energy",
"23085,42856,1656,Ministry of Energy",
"23085,43040,568,Ministry of Energy",
"23085,43221,1704,Ministry of Energy",
"23085,43101,120,Ministry of Energy",
"23085,42917,96,Ministry of Housing",
"23085,43040,576,Ministry of Housing",
"23085,43132,768,Ministry of Housing",
"23085,42979,480,Ministry of Housing",
"23085,42948,1296,Ministry of Housing",
"23085,43101,480,Ministry of Housing",
"23085,43221,192,Ministry of Housing",
"23085,42826,368,Ministry of Energy",
"23085,43191,1242,Ministry of Energy",
"23085,42887,116,Ministry of Energy",
"23085,43009,75,Ministry of Energy",
"23085,43160,50,Ministry of Energy",
"23087,43070,1152,Ministry of Energy",
"23087,43160,1071,Ministry of Energy",
"23087,43132,1320,Ministry of Energy",
"23087,43009,272,Ministry of Energy",
"23087,42917,111,Ministry of Energy",
"23087,43191,552,Ministry of Energy",
"23087,42826,34,Ministry of Energy",
"23087,42979,16,Ministry of Energy",
"23087,42887,168,Ministry of Energy",
"23087,42856,72,Ministry of Energy",
"23087,42948,24,Ministry of Energy",
"23087,43040,18,Ministry of Energy",
"23087,43221,48,Ministry of Energy",
"23088,43040,1615,Ministry of Health",
"23088,42917,16150,Ministry of Health",
"23088,42948,3230,Ministry of Health",
"23088,43101,25840,Ministry of Health",
"23088,43132,22610,Ministry of Health",
"23088,43221,19380,Ministry of Health",
"23088,42979,48450,Ministry of Health",
"23089,42856,4500,Ministry of Education",
"23089,43040,12150,Ministry of Education",
"23089,43132,8100,Ministry of Education",
"23089,43160,2700,Ministry of Education",
"23089,43221,7200,Ministry of Education",
"23090,42887,424,Ministry of Education",
"23090,42856,477,Ministry of Education",
"23090,42826,636,Ministry of Education",
"23090,43191,477,Ministry of Education",
"23090,43009,159,Ministry of Education",
"23090,43070,212,Ministry of Education",
"23090,43160,1272,Ministry of Education",
"23091,42887,324,Ministry of Education",
"23091,43070,324,Ministry of Education",
"23092,43070,16,Ministry of Energy",
"23094,42887,416,Ministry of Energy",
"23094,42856,1872,Ministry of Energy",
"23094,42826,2080,Ministry of Energy",
"23094,43191,416,Ministry of Energy",
"23094,43009,2184,Ministry of Energy",
"23094,43070,2496,Ministry of Energy",
"23094,43160,2808,Ministry of Energy",
"23095,42887,35000,Ministry of Education",
"23096,42826,16170,Ministry of Health",
"23096,43191,6930,Ministry of Health",
"23097,43101,285,Ministry of Energy",
"23098,43040,525,Ministry of Energy",
"23098,42917,100,Ministry of Energy",
"23098,42948,125,Ministry of Energy",
"23098,43101,75,Ministry of Energy",
"23098,43132,250,Ministry of Energy",
"23098,43221,75,Ministry of Energy",
"23098,42979,350,Ministry of Energy",
"23099,42917,1068,Ministry of Energy",
"23100,43040,2800,Ministry of Health",
"23100,43132,600,Ministry of Health",
"23100,43221,1200,Ministry of Health",
"23107,42856,594,Ministry of Energy",
"23107,43040,792,Ministry of Energy",
"23107,43132,330,Ministry of Energy",
"23107,43160,198,Ministry of Energy",
"23107,43221,264,Ministry of Energy",
"23109,42887,472,Ministry of Education",
"23109,42948,1062,Ministry of Education",
"23109,43070,177,Ministry of Education",
"23109,42979,118,Ministry of Education",
"23114,42856,825,Ministry of Health",
"23114,43160,1375,Ministry of Health",
"23116,42856,19960,Ministry of Energy",
"23116,42887,3153,Ministry of Energy",
"23116,43070,8080,Ministry of Energy",
"23116,43160,14020,Ministry of Energy",
"23116,43132,2588,Ministry of Energy",
"23116,42917,4144,Ministry of Energy",
"23116,42948,4005,Ministry of Energy",
"23116,42979,3276,Ministry of Energy",
"23116,42826,969,Ministry of Energy",
"23116,43101,1292,Ministry of Energy",
"23116,43191,5814,Ministry of Energy",
"23116,43040,476,Ministry of Energy",
"23116,43221,476,Ministry of Energy",
"23116,43009,1872,Ministry of Energy",
"23119,42917,180,Ministry of Health",
"23119,43132,108,Ministry of Health",
"23119,42979,432,Ministry of Health",
"23120,43040,1800,Ministry of Energy",
"23120,43132,9000,Ministry of Energy",
"23120,43221,900,Ministry of Energy",
"23122,42948,1800,Ministry of Energy",
"23122,42979,8100,Ministry of Energy",
"23123,42917,210,Ministry of Health",
"23124,42826,1620,Ministry of Health",
"23124,43191,1890,Ministry of Health",
"23125,43040,1329,Ministry of Health",
"23125,43221,13290,Ministry of Health",
"23126,42948,1302,Ministry of Health",
"23126,42887,42,Ministry of Health",
"23126,42856,16,Ministry of Health",
"23126,43132,6,Ministry of Health",
"23126,42826,4,Ministry of Health",
"23126,43191,2,Ministry of Health",
"23126,43070,12,Ministry of Health",
"23126,42979,5,Ministry of Health",
"23127,43070,140,Ministry of Health",
"23130,42917,300,Ministry of Housing",
"23130,43132,225,Ministry of Housing",
"23130,42979,100,Ministry of Housing",
"23131,43070,320,Ministry of Education",
"23133,42887,120,Ministry of Energy",
"23133,42856,600,Ministry of Energy",
"23133,42826,240,Ministry of Energy",
"23133,43191,810,Ministry of Energy",
"23133,43009,450,Ministry of Energy",
"23133,43070,270,Ministry of Energy",
"23133,43160,60,Ministry of Energy",
"23135,42917,200,Ministry of Health",
"23136,42826,576,Ministry of Education",
"23136,43191,216,Ministry of Education",
"23138,42948,1600,Ministry of Energy",
"23138,42979,300,Ministry of Energy",
"23141,43101,2700,Ministry of Health",
"23142,43040,144,Ministry of Health",
"23142,42948,126,Ministry of Health",
"23142,43101,270,Ministry of Health",
"23142,43221,81,Ministry of Health",
"23144,42948,3750,Ministry of Housing",
"23144,42979,5625,Ministry of Housing",
"23150,42948,264,Ministry of Health",
"23150,42887,210,Ministry of Health",
"23150,42979,60,Ministry of Health",
"23150,43132,21,Ministry of Health",
"23150,43070,35,Ministry of Health",
"23150,42856,90,Ministry of Health",
"23150,42826,9,Ministry of Health",
"23150,43040,24,Ministry of Health",
"23150,42917,24,Ministry of Health",
"23150,43101,36,Ministry of Health",
"23150,43191,30,Ministry of Health",
"23150,43009,48,Ministry of Health",
"23150,43160,24,Ministry of Health",
"23150,43221,48,Ministry of Health",
"23152,42826,3264,Ministry of Health",
"23152,42887,272,Ministry of Health",
"23152,42856,4080,Ministry of Health",
"23152,43009,2040,Ministry of Health",
"23152,43191,272,Ministry of Health",
"23152,43070,816,Ministry of Health",
"23152,43160,2176,Ministry of Health",
"23154,43040,16,Ministry of Energy",
"23154,42917,128,Ministry of Energy",
"23154,42948,192,Ministry of Energy",
"23154,43101,160,Ministry of Energy",
"23154,43132,144,Ministry of Energy",
"23154,43221,432,Ministry of Energy",
"23154,42979,96,Ministry of Energy",
"23155,43040,2007,Ministry of Energy",
"23155,42917,892,Ministry of Energy",
"23155,42948,5352,Ministry of Energy",
"23155,43101,669,Ministry of Energy",
"23155,43132,1338,Ministry of Energy",
"23155,43221,2676,Ministry of Energy",
"23155,42979,3122,Ministry of Energy",
"23156,42887,88,Ministry of Education",
"23156,43070,231,Ministry of Education",
"23161,42887,204,Ministry of Education",
"23161,42948,68,Ministry of Education",
"23161,43070,204,Ministry of Education",
"23161,42979,408,Ministry of Education",
"23162,43040,272,Ministry of Energy",
"23162,42917,340,Ministry of Energy",
"23162,42948,272,Ministry of Energy",
"23162,43101,306,Ministry of Energy",
"23162,43132,68,Ministry of Energy",
"23162,43221,306,Ministry of Energy",
"23162,42979,918,Ministry of Energy",
"23163,43070,300,Ministry of Energy",
"23163,43040,56,Ministry of Energy",
"23163,43221,420,Ministry of Energy",
"23163,43132,135,Ministry of Energy",
"23163,42948,180,Ministry of Energy",
"23163,43160,36,Ministry of Energy",
"23163,42856,120,Ministry of Energy",
"23163,43101,120,Ministry of Energy",
"23163,42979,240,Ministry of Energy",
"23163,42887,18,Ministry of Energy",
"23163,43009,168,Ministry of Energy",
"23163,42826,12,Ministry of Energy",
"23163,43191,126,Ministry of Energy",
"23163,42917,54,Ministry of Energy",
"23165,43160,135,Ministry of Health",
"23165,42948,52,Ministry of Health",
"23165,42887,180,Ministry of Health",
"23165,43132,60,Ministry of Health",
"23165,43070,54,Ministry of Health",
"23165,42856,27,Ministry of Health",
"23165,42826,18,Ministry of Health",
"23165,43040,18,Ministry of Health",
"23165,42917,15,Ministry of Health",
"23165,43101,6,Ministry of Health",
"23165,43191,15,Ministry of Health",
"23165,43009,81,Ministry of Health",
"23165,43221,81,Ministry of Health",
"23165,42979,3,Ministry of Health",
"23166,42856,15000,Ministry of Education",
"23166,43160,22500,Ministry of Education",
"23170,43040,4225,Ministry of Energy",
"23170,42917,6760,Ministry of Energy",
"23170,42948,2535,Ministry of Energy",
"23170,43101,12675,Ministry of Energy",
"23170,43132,5070,Ministry of Energy",
"23170,43221,7605,Ministry of Energy",
"23170,42979,3380,Ministry of Energy",
"23172,43040,150,Ministry of Health",
"23172,43132,750,Ministry of Health",
"23172,43221,150,Ministry of Health",
"23173,42948,196,Ministry of Health",
"23173,42887,276,Ministry of Health",
"23173,42979,1380,Ministry of Health",
"23173,43132,594,Ministry of Health",
"23173,43070,372,Ministry of Health",
"23173,42856,195,Ministry of Health",
"23173,42826,26,Ministry of Health",
"23173,43040,91,Ministry of Health",
"23173,42917,39,Ministry of Health",
"23173,43101,273,Ministry of Health",
"23173,43191,91,Ministry of Health",
"23173,43009,156,Ministry of Health",
"23173,43160,78,Ministry of Health",
"23173,43221,312,Ministry of Health",
